STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,,FREQ,,MEASURE,,AGE,,SEX,,UNIT_MEASURE,,METHODOLOGY,,TIME_PERIOD,,OBS_VALUE,,OBS_STATUS,,UNIT_MULT,,DECIMALS,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,BRA,,A,,SP_OVRGHT,,_T,,F,,PT_POP,,SR,,2015,,31.2,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,BRA,,A,,SP_OVRGHT,,_T,,F,,PT_POP,,SR,,2016,,30.9,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,BRA,,A,,SP_OVRGHT,,_T,,F,,PT_POP,,SR,,2017,,32.5,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,BRA,,A,,SP_OVRGHT,,_T,,F,,PT_POP,,SR,,2018,,33.2,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,BRA,,A,,SP_OVRGHT,,_T,,F,,PT_POP,,SR,,2019,,32.9,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,BRA,,A,,SP_OVRGHT,,_T,,F,,PT_POP,,SR,,2020,,33.6,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,BRA,,A,,SP_OVRGHT,,_T,,F,,PT_POP,,SR,,2021,,32.4,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ROU,,A,,SP_RVPU,,Y15T24,,_T,,PT_POP,,_Z,,2019,,1.7,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,USA,,A,,SP_DS,,Y_GE15,,_T,,PT_POP,,_Z,,1965,,42.4,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,USA,,A,,SP_DS,,Y_GE15,,_T,,PT_POP,,_Z,,1966,,42.6,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,USA,,A,,SP_DS,,Y_GE15,,_T,,PT_POP,,_Z,,1967,,39.1,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,USA,,A,,SP_DS,,Y_GE15,,_T,,PT_POP,,_Z,,1968,,37.7,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,USA,,A,,SP_DS,,Y_GE15,,_T,,PT_POP,,_Z,,1970,,37.4,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,USA,,A,,SP_DS,,Y_GE15,,_T,,PT_POP,,_Z,,1974,,37.1,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,USA,,A,,SP_DS,,Y_GE15,,_T,,PT_POP,,_Z,,1976,,36.1,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,USA,,A,,SP_DS,,Y_GE15,,_T,,PT_POP,,_Z,,1977,,36,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,USA,,A,,SP_DS,,Y_GE15,,_T,,PT_POP,,_Z,,1978,,34.1,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,USA,,A,,SP_DS,,Y_GE15,,_T,,PT_POP,,_Z,,1979,,33.5,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,USA,,A,,SP_DS,,Y_GE15,,_T,,PT_POP,,_Z,,1980,,33.2,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,USA,,A,,SP_DS,,Y_GE15,,_T,,PT_POP,,_Z,,1983,,32.1,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,USA,,A,,SP_DS,,Y_GE15,,_T,,PT_POP,,_Z,,1985,,30.1,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,USA,,A,,SP_DS,,Y_GE15,,_T,,PT_POP,,_Z,,1987,,28.8,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,USA,,A,,SP_DS,,Y_GE15,,_T,,PT_POP,,_Z,,1988,,28.1,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,USA,,A,,SP_DS,,Y_GE15,,_T,,PT_POP,,_Z,,1990,,25.5,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,USA,,A,,SP_DS,,Y_GE15,,_T,,PT_POP,,_Z,,1991,,22.1,,B,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,USA,,A,,SP_DS,,Y_GE15,,_T,,PT_POP,,_Z,,1992,,22.3,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,USA,,A,,SP_DS,,Y_GE15,,_T,,PT_POP,,_Z,,1993,,20.4,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,USA,,A,,SP_DS,,Y_GE15,,_T,,PT_POP,,_Z,,1994,,21,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,USA,,A,,SP_DS,,Y_GE15,,_T,,PT_POP,,_Z,,1995,,20,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,USA,,A,,SP_DS,,Y_GE15,,_T,,PT_POP,,_Z,,1997,,20.3,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,USA,,A,,SP_DS,,Y_GE15,,_T,,PT_POP,,_Z,,1998,,19.9,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,USA,,A,,SP_DS,,Y_GE15,,_T,,PT_POP,,_Z,,1999,,19.2,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,USA,,A,,SP_DS,,Y_GE15,,_T,,PT_POP,,_Z,,2000,,19.1,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,USA,,A,,SP_DS,,Y_GE15,,_T,,PT_POP,,_Z,,2001,,18.7,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,USA,,A,,SP_DS,,Y_GE15,,_T,,PT_POP,,_Z,,2002,,18.4,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,USA,,A,,SP_DS,,Y_GE15,,_T,,PT_POP,,_Z,,2003,,17.5,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,USA,,A,,SP_DS,,Y_GE15,,_T,,PT_POP,,_Z,,2004,,17,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,USA,,A,,SP_DS,,Y_GE15,,_T,,PT_POP,,_Z,,2005,,16.9,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,USA,,A,,SP_DS,,Y_GE15,,_T,,PT_POP,,_Z,,2006,,16.7,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,USA,,A,,SP_DS,,Y_GE15,,_T,,PT_POP,,_Z,,2007,,15.4,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,USA,,A,,SP_DS,,Y_GE15,,_T,,PT_POP,,_Z,,2008,,16.5,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,USA,,A,,SP_DS,,Y_GE15,,_T,,PT_POP,,_Z,,2009,,16.1,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,USA,,A,,SP_DS,,Y_GE15,,_T,,PT_POP,,_Z,,2010,,15.1,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,USA,,A,,SP_DS,,Y_GE15,,_T,,PT_POP,,_Z,,2011,,14.8,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,USA,,A,,SP_DS,,Y_GE15,,_T,,PT_POP,,_Z,,2012,,14.2,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,USA,,A,,SP_DS,,Y_GE15,,_T,,PT_POP,,_Z,,2013,,13.7,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,USA,,A,,SP_DS,,Y_GE15,,_T,,PT_POP,,_Z,,2014,,12.9,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,USA,,A,,SP_DS,,Y_GE15,,_T,,PT_POP,,_Z,,2015,,11.4,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,USA,,A,,SP_DS,,Y_GE15,,_T,,PT_POP,,_Z,,2016,,11.8,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,USA,,A,,SP_DS,,Y_GE15,,_T,,PT_POP,,_Z,,2017,,10.5,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,USA,,A,,SP_DS,,Y_GE15,,_T,,PT_POP,,_Z,,2018,,10.3,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,USA,,A,,SP_DS,,Y_GE15,,_T,,PT_POP,,_Z,,2019,,10.9,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,USA,,A,,SP_DS,,Y_GE15,,_T,,PT_POP,,_Z,,2020,,9.4,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,USA,,A,,SP_DS,,Y_GE15,,_T,,PT_POP,,_Z,,2021,,8.8,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,USA,,A,,SP_DS,,Y_GE15,,_T,,PT_POP,,_Z,,2022,,8.9,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,DEU,,A,,SP_RVPU,,Y15T24,,_T,,PT_POP,,_Z,,2019,,4.8,,D,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,CRI,,A,,SP_RVPU,,Y_GE15,,M,,PT_POP,,_Z,,2022,,6.9,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,CRI,,A,,SP_RVPU,,Y_GE15,,M,,PT_POP,,_Z,,2023,,6.9,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,KOR,,A,,SP_DS,,Y15T24,,_T,,PT_POP,,_Z,,1998,,18.8,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,KOR,,A,,SP_DS,,Y15T24,,_T,,PT_POP,,_Z,,2001,,14.2,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,KOR,,A,,SP_DS,,Y15T24,,_T,,PT_POP,,_Z,,2005,,18.6,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,KOR,,A,,SP_DS,,Y15T24,,_T,,PT_POP,,_Z,,2007,,18.3,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,KOR,,A,,SP_DS,,Y15T24,,_T,,PT_POP,,_Z,,2008,,20,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,KOR,,A,,SP_DS,,Y15T24,,_T,,PT_POP,,_Z,,2009,,20,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,KOR,,A,,SP_DS,,Y15T24,,_T,,PT_POP,,_Z,,2010,,14,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,KOR,,A,,SP_DS,,Y15T24,,_T,,PT_POP,,_Z,,2011,,18,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,KOR,,A,,SP_DS,,Y15T24,,_T,,PT_POP,,_Z,,2012,,14.9,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,KOR,,A,,SP_DS,,Y15T24,,_T,,PT_POP,,_Z,,2013,,15.2,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,KOR,,A,,SP_DS,,Y15T24,,_T,,PT_POP,,_Z,,2014,,12.4,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,KOR,,A,,SP_DS,,Y15T24,,_T,,PT_POP,,_Z,,2015,,13.2,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,KOR,,A,,SP_DS,,Y15T24,,_T,,PT_POP,,_Z,,2016,,14.5,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,KOR,,A,,SP_DS,,Y15T24,,_T,,PT_POP,,_Z,,2017,,14.8,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,KOR,,A,,SP_DS,,Y15T24,,_T,,PT_POP,,_Z,,2018,,11.5,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,KOR,,A,,SP_DS,,Y15T24,,_T,,PT_POP,,_Z,,2019,,13.1,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,KOR,,A,,SP_DS,,Y15T24,,_T,,PT_POP,,_Z,,2020,,11.4,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,KOR,,A,,SP_DS,,Y15T24,,_T,,PT_POP,,_Z,,2021,,11.9,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,KOR,,A,,SP_DS,,Y15T24,,_T,,PT_POP,,_Z,,2022,,12,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,DNK,,A,,SP_RVPU,,Y15T24,,_T,,PT_POP,,_Z,,2017,,2.7,,D,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,DNK,,A,,SP_RVPU,,Y15T24,,_T,,PT_POP,,_Z,,2021,,4,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ROU,,A,,FTS,,_T,,_T,,G_PS_D,,_Z,,1961,,55.7,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ROU,,A,,FTS,,_T,,_T,,G_PS_D,,_Z,,1962,,60.2,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ROU,,A,,FTS,,_T,,_T,,G_PS_D,,_Z,,1963,,58.8,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ROU,,A,,FTS,,_T,,_T,,G_PS_D,,_Z,,1964,,62.6,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ROU,,A,,FTS,,_T,,_T,,G_PS_D,,_Z,,1965,,63.5,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ROU,,A,,FTS,,_T,,_T,,G_PS_D,,_Z,,1966,,62.8,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ROU,,A,,FTS,,_T,,_T,,G_PS_D,,_Z,,1967,,66.6,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ROU,,A,,FTS,,_T,,_T,,G_PS_D,,_Z,,1968,,66.7,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ROU,,A,,FTS,,_T,,_T,,G_PS_D,,_Z,,1969,,67.8,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ROU,,A,,FTS,,_T,,_T,,G_PS_D,,_Z,,1970,,70.9,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ROU,,A,,FTS,,_T,,_T,,G_PS_D,,_Z,,1971,,74.6,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ROU,,A,,FTS,,_T,,_T,,G_PS_D,,_Z,,1972,,80,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ROU,,A,,FTS,,_T,,_T,,G_PS_D,,_Z,,1973,,81.6,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ROU,,A,,FTS,,_T,,_T,,G_PS_D,,_Z,,1974,,80,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ROU,,A,,FTS,,_T,,_T,,G_PS_D,,_Z,,1975,,85.5,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ROU,,A,,FTS,,_T,,_T,,G_PS_D,,_Z,,1976,,92.9,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ROU,,A,,FTS,,_T,,_T,,G_PS_D,,_Z,,1977,,96.5,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ROU,,A,,FTS,,_T,,_T,,G_PS_D,,_Z,,1978,,97.2,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ROU,,A,,FTS,,_T,,_T,,G_PS_D,,_Z,,1979,,98.2,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ROU,,A,,FTS,,_T,,_T,,G_PS_D,,_Z,,1980,,92.1,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ROU,,A,,FTS,,_T,,_T,,G_PS_D,,_Z,,1981,,90.4,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ROU,,A,,FTS,,_T,,_T,,G_PS_D,,_Z,,1982,,87.9,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ROU,,A,,FTS,,_T,,_T,,G_PS_D,,_Z,,1983,,89.7,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ROU,,A,,FTS,,_T,,_T,,G_PS_D,,_Z,,1984,,94.7,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ROU,,A,,FTS,,_T,,_T,,G_PS_D,,_Z,,1985,,91.7,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ROU,,A,,FTS,,_T,,_T,,G_PS_D,,_Z,,1986,,88.8,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ROU,,A,,FTS,,_T,,_T,,G_PS_D,,_Z,,1987,,87.7,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ROU,,A,,FTS,,_T,,_T,,G_PS_D,,_Z,,1988,,87,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ROU,,A,,FTS,,_T,,_T,,G_PS_D,,_Z,,1989,,83.2,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ROU,,A,,FTS,,_T,,_T,,G_PS_D,,_Z,,1990,,102.5,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ROU,,A,,FTS,,_T,,_T,,G_PS_D,,_Z,,1991,,95.2,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ROU,,A,,FTS,,_T,,_T,,G_PS_D,,_Z,,1992,,83.6,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ROU,,A,,FTS,,_T,,_T,,G_PS_D,,_Z,,1993,,83.3,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ROU,,A,,FTS,,_T,,_T,,G_PS_D,,_Z,,1994,,80.7,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ROU,,A,,FTS,,_T,,_T,,G_PS_D,,_Z,,1995,,86.3,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ROU,,A,,FTS,,_T,,_T,,G_PS_D,,_Z,,1996,,87.7,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ROU,,A,,FTS,,_T,,_T,,G_PS_D,,_Z,,1997,,83.1,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ROU,,A,,FTS,,_T,,_T,,G_PS_D,,_Z,,1998,,87.1,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ROU,,A,,FTS,,_T,,_T,,G_PS_D,,_Z,,1999,,86.4,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ROU,,A,,FTS,,_T,,_T,,G_PS_D,,_Z,,2000,,91.4,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ROU,,A,,FTS,,_T,,_T,,G_PS_D,,_Z,,2001,,94.6,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ROU,,A,,FTS,,_T,,_T,,G_PS_D,,_Z,,2002,,98.2,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ROU,,A,,FTS,,_T,,_T,,G_PS_D,,_Z,,2003,,101.7,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ROU,,A,,FTS,,_T,,_T,,G_PS_D,,_Z,,2004,,95.3,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ROU,,A,,FTS,,_T,,_T,,G_PS_D,,_Z,,2005,,103.4,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ROU,,A,,FTS,,_T,,_T,,G_PS_D,,_Z,,2006,,105.9,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ROU,,A,,FTS,,_T,,_T,,G_PS_D,,_Z,,2007,,106.8,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ROU,,A,,FTS,,_T,,_T,,G_PS_D,,_Z,,2008,,107.6,,A,,0,,,
